SecurityIssuerId,SecurityIssuerCode,SecurityIssuerDesc,IssuerCountryId,DomicileCountryId,OverrideRiskCountryId,RiskCountryId,CountryId,OverrideRiskCurrencyId,RiskCurrencyId,OverrideGICsSubIndustryId,GICSSubIndustryId,BbergCompanyId,ActiveYN,PrimarySecurityId,OverrideNotes,LastModifiedBy,LastModifiedOn,RiskApprovedBy,RiskApprovedOn,OpsApprovedOn,OpsApprovedBy,RestrictedYN,RestrictionChangedBy,RestrictionChangedOn,RestrictionChangeNotes,CompanyDescFull
304,BKU US,BankUnited Inc,236,236,NULL,236,236,NULL,32,NULL,40102010,16856753,0,569,NULL,rahul,2011-05-04 17:20:43.693,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
305,CVI,CVR Energy,NULL,NULL,236,NULL,NULL,32,NULL,NULL,NULL,NULL,1,NULL,NULL,rahul,2011-08-17 10:37:44.773,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
306,KMI US,Kinder Morgan Inc/Delaware,236,236,NULL,236,236,NULL,32,NULL,10102040,18302043,0,585,NULL,rahul,2011-05-05 13:59:49.533,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
307,DGX US,Quest Diagnostics Inc/DE,236,236,NULL,236,236,NULL,32,NULL,35102015,202508,0,586,NULL,rahul,2011-05-05 14:04:00.240,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
308,MET US,MetLife Inc,236,236,NULL,236,236,NULL,32,NULL,40301020,1175223,0,587,NULL,rahul,2011-05-05 14:39:35.610,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
309,FTO US,Frontier Oil Corp,236,236,NULL,236,236,NULL,32,NULL,10102030,101615,0,588,NULL,SecSetup,2011-05-05 15:33:07.620,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
310,TSO US,Tesoro Corp,236,236,NULL,236,236,NULL,32,NULL,10102030,101457,0,589,NULL,SecSetup,2011-05-05 15:33:12.307,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
311,VLO US,Valero Energy Corp,236,236,NULL,236,236,NULL,32,NULL,10102030,225906,0,590,NULL,SecSetup,2011-05-05 15:33:25.230,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
312,HOG US,Harley-Davidson Inc,236,236,NULL,236,236,NULL,32,NULL,25102020,100707,0,604,NULL,SecSetup,2011-05-06 09:30:15.320,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
313,WTW US,Artal Group SA,236,236,NULL,236,236,NULL,32,NULL,25302020,1158879,0,605,NULL,SecSetup,2011-05-06 13:22:13.330,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
314,DATE US,Jiayuan.com International Ltd,236,17,NULL,17,17,NULL,32,NULL,NULL,25124633,0,613,NULL,SecSetup,2011-05-11 11:10:47.510,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
315,FFN US,FriendFinder Networks Inc,236,236,NULL,236,236,NULL,32,NULL,45101010,15501335,0,614,NULL,SecSetup,2011-05-11 14:42:32.120,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
316,SPXT,S&P 500 Total Return,NULL,NULL,NULL,236,236,NULL,32,NULL,NULL,NULL,0,621,NULL,rahul,2011-05-12 18:30:12.140,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
317,IWM US,BlackRock Inc,236,236,NULL,236,236,NULL,32,NULL,NULL,963246,0,629,NULL,SecSetup,2011-05-16 09:32:41.400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
318,BAC US,Bank of America Corp,236,236,NULL,236,236,NULL,32,NULL,40201020,101032,0,633,NULL,SecSetup,2011-05-17 11:10:54.357,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
319,MASI US,Masimo Corp,236,236,NULL,236,236,NULL,32,NULL,35101010,194140,0,636,NULL,SecSetup,2011-05-18 09:30:35.153,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
320,NXTM US,NxStage Medical Inc,236,236,NULL,236,236,NULL,32,NULL,35101010,9889373,0,637,NULL,SecSetup,2011-05-18 09:30:45.040,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
321,HUM US,Humana Inc,236,236,NULL,236,236,NULL,32,NULL,35102030,100767,0,638,NULL,SecSetup,2011-05-18 13:02:37.400,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
322,VPRT US,VistaPrint NV,236,56,NULL,56,56,NULL,32,NULL,45101010,9822540,0,639,NULL,SecSetup,2011-05-18 13:22:46.443,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
323,3167600Z SW,Glencore Holding AG,76,76,NULL,76,76,NULL,6,NULL,NULL,15511561,0,647,NULL,rahul,2011-05-19 17:10:30.920,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
324,LNKD US,LinkedIn Corp,236,236,NULL,236,236,NULL,32,NULL,45101010,9224507,0,648,NULL,SecSetup,2011-05-19 09:30:13.943,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
325,GME US,GameStop Corp,236,236,NULL,236,236,NULL,32,NULL,25504020,1752909,0,649,NULL,SecSetup,2011-05-19 09:50:23.413,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
326,3091Z US,Cargill Inc,236,236,NULL,236,236,NULL,32,NULL,NULL,136991,0,652,NULL,SecSetup,2011-05-20 09:30:12.610,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
327,COREGL,COREGL,84,84,NULL,84,NULL,NULL,14,NULL,NULL,NULL,1,NULL,NULL,SecurityResolve,2011-05-20 10:33:55.250,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
328,BIG US,Big Lots Inc,236,236,NULL,236,236,NULL,32,NULL,25503020,100386,0,653,NULL,SecSetup,2011-05-23 09:30:23.203,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
329,KR US,Kroger Co/The,236,236,NULL,236,236,NULL,32,NULL,30101030,100864,0,654,NULL,SecSetup,2011-05-24 09:30:28.367,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
330,SOLR US,GT Solar International Inc,236,236,NULL,236,236,NULL,32,NULL,45301010,11233264,0,655,NULL,SecSetup,2011-05-24 09:30:29.883,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
331,YNDX US,Yandex NV,236,56,NULL,56,56,NULL,32,NULL,45101010,20597887,0,656,NULL,SecSetup,2011-05-24 09:30:30.493,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
332,GRF SM,Grifols SA,73,73,NULL,73,73,NULL,11,NULL,35201010,10550128,0,662,NULL,rahul,2011-05-26 17:06:41.397,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
333,PRBTSP,PRBTSP,199,199,NULL,199,NULL,NULL,11,NULL,NULL,NULL,1,NULL,NULL,SecurityResolve,2011-05-27 12:56:47.337,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
334,GE US,General Electric Co,236,236,NULL,236,236,NULL,32,NULL,20105010,100632,0,683,NULL,SecSetup,2011-06-01 15:32:50.420,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
335,SVU US,SUPERVALU Inc,236,236,NULL,236,236,NULL,32,NULL,30101030,101426,0,684,NULL,SecSetup,2011-06-02 10:00:36.217,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
336,PAYX US,Paychex Inc,236,236,NULL,236,236,NULL,32,NULL,45102020,105995,0,685,NULL,SecSetup,2011-06-02 11:31:05.783,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
337,AMT US,American Tower Corp,236,236,NULL,236,236,NULL,32,NULL,50102010,210870,0,688,NULL,SecSetup,2011-06-03 09:30:21.663,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
338,PNDORA DC,Prometheus Invest ApS,22,22,NULL,22,22,NULL,9,NULL,25203010,24244364,0,689,NULL,SecSetup,2011-06-03 14:11:59.907,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
339,ITUB4 BZ,Itau Unibanco Holding SA,11,11,NULL,11,11,NULL,35,NULL,40101010,136112,0,691,NULL,SecSetup,2011-06-06 15:13:19.600,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
340,FIO US,Fusion-io Inc,236,236,NULL,236,236,NULL,32,NULL,45202020,16555098,0,698,NULL,SecSetup,2011-06-09 09:30:09.460,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
341,1910 HK,Samsonite International SA,30,236,NULL,236,236,NULL,16,NULL,NULL,25492349,0,738,NULL,SecSetup,2011-06-13 09:30:12.743,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
342,SLB US,Schlumberger Ltd,236,236,NULL,236,236,NULL,32,NULL,10101020,101318,0,739,NULL,SecSetup,2011-06-14 09:30:11.013,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
343,BBDC4 BZ,Banco Bradesco SA,11,11,NULL,11,11,NULL,35,NULL,40101010,136108,0,743,NULL,SecSetup,2011-06-14 13:52:29.483,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
344,808723Z US,GGV Capital,236,236,NULL,236,236,NULL,32,NULL,NULL,8565311,0,745,NULL,SecSetup,2011-06-15 09:30:29.357,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
345,IDR SM,Indra Sistemas SA,73,73,NULL,73,73,NULL,11,NULL,45102010,127061,0,748,NULL,SecSetup,2011-06-16 09:30:12.510,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
346,INSSF,INSSF,199,199,NULL,199,NULL,NULL,11,NULL,NULL,NULL,1,NULL,NULL,SecurityResolve,2011-06-17 09:40:36.480,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
347,RGC US,Regal Entertainment Group,236,236,NULL,236,236,NULL,32,NULL,25401030,1757857,0,779,NULL,SecSetup,2011-06-17 10:30:50.683,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
348,HOPCM,Hoplite Capital Management LLC,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,1,NULL,Security used to adjust P&L on positions that do not have an opening and closing position.,\tom,2011-06-17 19:10:26.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
349,SIG US,Signet Jewelers Ltd,236,9,NULL,9,9,NULL,32,NULL,25504040,112150,0,NULL,NULL,SecurityResove,2011-06-21 13:11:05.323,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
350,KMX US,CarMax Inc,236,236,NULL,236,236,NULL,32,NULL,25504050,1758361,0,800,NULL,SecSetup,2011-06-22 11:01:07.477,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
351,7974 JP,Nintendo Co Ltd,39,39,NULL,39,39,NULL,19,NULL,45103030,114322,0,818,NULL,SecSetup,2011-06-24 09:30:19.760,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
352,DCHOSB,DCHOSB,199,199,NULL,199,NULL,NULL,11,NULL,NULL,NULL,1,NULL,NULL,SecurityResolve,2011-06-28 06:13:11.100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
353,AWAY US,HomeAway Inc,236,236,NULL,236,236,NULL,32,NULL,25502020,11483094,0,827,NULL,SecSetup,2011-06-29 09:00:18.110,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
354,TECN3 BZ,Technos SA,11,11,NULL,11,11,NULL,35,NULL,NULL,25516579,0,828,NULL,tom,2011-06-29 15:26:27.120,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
355,TECN3,TECN3,11,11,NULL,11,NULL,NULL,35,NULL,NULL,NULL,1,NULL,NULL,SecurityResolve,2011-06-30 07:25:07.583,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
356,4529817Z AV,Raiffeisen Landesbanken Holdin,4,4,NULL,4,4,NULL,11,NULL,NULL,20374642,0,845,NULL,SecSetup,2011-07-06 09:05:26.937,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
357,BKT SM,Bankinter SA,73,73,NULL,73,73,NULL,11,NULL,40101010,127039,0,848,NULL,SecSetup,2011-09-12 11:58:09.133,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
358,SAN SM,Banco Santander SA,73,73,NULL,73,73,NULL,11,NULL,40101010,100158,0,850,NULL,SecSetup,2011-08-05 12:49:03.943,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
359,6808 HK,Sun Art Retail Group Ltd,30,17,NULL,17,17,NULL,16,NULL,NULL,25640549,0,852,NULL,SecSetup,2011-07-08 10:21:43.260,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
360,SPY US,State Street Corp,236,236,NULL,236,236,NULL,32,NULL,NULL,107032,0,854,NULL,SecSetup,2011-10-12 11:20:05.110,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
361,LBTYA US,Liberty Global Inc,236,236,NULL,236,236,NULL,32,NULL,25401025,9844467,0,858,NULL,SecSetup,2011-07-12 09:00:11.440,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
362,CS FP,AXA SA,27,27,NULL,27,27,NULL,11,NULL,40301030,115239,0,859,NULL,SecSetup,2011-07-12 16:32:44.860,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
363,ARL GR,Aareal Bank AG,28,28,NULL,28,28,NULL,11,NULL,40102010,180796,0,889,NULL,jeff,2011-07-19 09:54:58.297,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
364,Z US,Zillow Inc,236,236,NULL,236,236,NULL,32,NULL,45101010,19571362,0,891,NULL,SecSetup,2011-07-20 09:20:27.237,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
365,WAG US,Walgreen Co,236,236,NULL,236,236,NULL,32,NULL,30101010,101617,0,898,NULL,SecSetup,2011-07-21 09:00:12.320,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
366,FRAN US,Francesca's Holdings Corp,236,236,NULL,236,236,NULL,32,NULL,25504010,18156232,0,901,NULL,SecSetup,2011-07-22 09:20:29.177,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
367,813 HK,Shimao Property Holdings Ltd,30,17,NULL,17,17,NULL,16,NULL,40403030,10808250,0,924,NULL,SecSetup,2011-07-25 09:00:14.513,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
368,CNR CN,Canadian National Railway Co,15,15,NULL,15,15,NULL,5,NULL,20304010,179551,0,926,NULL,SecSetup,2011-07-26 09:56:08.207,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
369,TNGO US,Tangoe Inc,236,236,NULL,236,236,NULL,32,NULL,45103010,12153176,0,937,NULL,SecSetup,2011-07-27 09:00:12.550,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
370,DNKN US,Dunkin' Brands Group Inc,236,236,NULL,236,236,NULL,32,NULL,25301040,25184513,0,939,NULL,SecSetup,2011-07-27 09:25:37.920,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
371,LHA GR,Deutsche Lufthansa AG,28,28,NULL,28,28,NULL,11,NULL,20302010,115728,0,940,NULL,rahul,2011-07-27 09:27:53.423,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
372,TEA US,Teavana Holdings Inc,236,236,NULL,236,236,NULL,32,NULL,25504040,25147552,0,943,NULL,SecSetup,2011-07-28 09:25:41.490,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
373,ITRI US,Itron Inc,236,236,NULL,236,236,NULL,32,NULL,45203010,126261,0,944,NULL,SecSetup,2011-07-28 10:00:20.423,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
374,20274Z US,Spectrum Equity Investors LP,236,236,NULL,236,236,NULL,32,NULL,NULL,1414554,0,946,NULL,SecSetup,2011-07-28 15:15:38.423,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
375,AAWW US,Atlas Air Worldwide Holdings I,236,236,NULL,236,236,NULL,32,NULL,20301010,9070261,1,949,,\rahul,2011-08-04 09:10:37.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
376,CJES US,C&J Energy Services Inc,236,236,NULL,236,236,NULL,32,NULL,10101020,23837026,0,950,NULL,SecSetup,2011-07-29 13:20:09.917,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
377,HCP US,HCP Inc,236,236,NULL,236,236,NULL,32,NULL,40402070,100720,0,951,NULL,SecSetup,2011-08-01 09:15:26.243,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
378,AIXA GR,Aixtron SE NA,28,28,NULL,28,28,NULL,11,NULL,45301010,307335,0,956,NULL,rahul,2011-08-02 10:19:45.297,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
379,4068781Z FP,Credit Agricole Groupe,27,27,NULL,27,27,NULL,11,NULL,NULL,20696265,0,968,NULL,SecSetup,2011-08-03 09:00:20.127,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
380,WBC AU,Westpac Banking Corp,3,3,NULL,3,3,NULL,3,NULL,40101010,101650,0,969,NULL,SecSetup,2011-08-03 09:00:22.173,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
381,WBC.AX,WBC.AX,3,3,NULL,3,NULL,NULL,3,NULL,NULL,NULL,1,NULL,NULL,SecurityResolve,2011-08-04 07:28:18.593,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
382,3800 HK,GCL-Poly Energy Holdings Ltd,30,30,NULL,30,30,NULL,16,NULL,45301010,13418917,0,984,NULL,SecSetup,2011-08-04 09:00:14.460,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
383,AKBNK TI,Akbank TAS,79,79,NULL,79,79,NULL,30,NULL,40101010,159576,0,985,NULL,SecSetup,2011-08-04 09:00:16.153,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
384,GARAN TI,Turkiye Garanti Bankasi AS,79,79,NULL,79,79,NULL,30,NULL,40101010,126333,0,986,NULL,SecSetup,2011-08-04 09:00:20.147,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
385,KSS US,Kohl's Corp,236,236,NULL,236,236,NULL,32,NULL,25503010,100862,0,987,NULL,SecSetup,2011-08-04 09:00:22.123,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
386,WN CN,George Weston Ltd,15,15,NULL,15,15,NULL,5,NULL,30101030,110955,0,989,NULL,SecSetup,2011-08-04 11:22:47.750,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
387,PSS US,Collective Brands Inc,236,236,NULL,236,236,NULL,32,NULL,25504010,171773,0,990,NULL,SecSetup,2011-08-04 14:41:03.583,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
388,VMC US,Vulcan Materials Co,236,236,NULL,236,236,NULL,32,NULL,15102010,101609,0,991,NULL,SecSetup,2011-08-04 14:51:13.847,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
389,NSC US,Norfolk Southern Corp,236,236,NULL,236,236,NULL,32,NULL,20304010,101078,0,992,NULL,SecSetup,2011-08-04 15:06:29.267,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
390,DELL US,Dell Inc,236,236,NULL,236,236,NULL,32,NULL,45202010,101718,0,993,NULL,SecSetup,2011-08-04 15:37:00.097,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
391,TRY FX,TRY FX,199,199,NULL,199,NULL,NULL,30,NULL,NULL,NULL,1,NULL,NULL,SecurityResolve,2011-08-05 07:33:53.190,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
392,693606Z TI,Koc Financial Services AS,79,79,NULL,79,79,NULL,30,NULL,NULL,7744286,0,1002,NULL,SecSetup,2011-08-05 09:00:15.220,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
393,SX5E,Euro Stoxx 50 Pr,NULL,NULL,NULL,135,135,NULL,11,NULL,NULL,NULL,0,1005,NULL,rahul,2011-08-05 16:04:28.673,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
399,PHIA NA,Koninklijke Philips Electronic,56,56,NULL,56,56,NULL,11,NULL,20105010,101173,0,1018,NULL,SecSetup,2011-08-08 09:25:37.597,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
400,ACN US,Accenture PLC,236,35,NULL,35,35,NULL,32,NULL,45102010,300787,0,1019,NULL,SecSetup,2011-08-08 09:30:44.560,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
401,LUK US,Leucadia National Corp,236,236,NULL,236,236,NULL,32,NULL,40201030,100889,0,1020,NULL,SecSetup,2011-08-08 15:41:57.167,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
402,6594 JP,Nidec Corp,39,39,NULL,39,39,NULL,19,NULL,20104010,114345,0,1030,NULL,SecSetup,2011-08-09 09:00:20.443,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
403,AAZST US,SuperMontage TEST,236,236,NULL,236,236,NULL,32,NULL,NULL,7783780,0,1032,NULL,SecSetup,2011-08-09 11:38:00.160,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
404,MGA CN,Mega Uranium Ltd,15,15,NULL,15,15,NULL,5,NULL,10102050,194306,0,1033,NULL,SecSetup,2011-08-09 11:43:04.713,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
405,MC FP,LVMH Moet Hennessy Louis Vuitt,27,27,NULL,27,27,NULL,11,NULL,25203010,115428,0,1041,NULL,SecSetup,2011-08-10 10:26:45.137,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
406,EAT US,Brinker International Inc,236,236,NULL,236,236,NULL,32,NULL,25301040,100224,0,1042,NULL,SecSetup,2011-08-10 15:36:54.537,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
407,NAB AU,National Australia Bank Ltd,3,3,NULL,3,3,NULL,3,NULL,40101010,101034,0,1044,NULL,SecSetup,2011-08-11 09:00:27.483,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
408,OTP HB,OTP Bank PLC,31,31,NULL,31,31,NULL,41,NULL,40101010,178681,0,1046,NULL,SecSetup,2011-08-11 09:00:31.577,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
409,BNP FP,BNP Paribas SA,27,27,NULL,27,27,NULL,11,NULL,40101010,115245,0,1047,NULL,SecSetup,2011-08-11 11:02:34.900,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
410,CSX US,CSX Corp,236,236,NULL,236,236,NULL,32,NULL,20304010,100415,0,1056,NULL,SecSetup,2011-08-11 11:17:52.883,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
411,SX7E INDEX,SX7E INDEX,135,135,NULL,135,135,NULL,11,NULL,NULL,NULL,1,NULL,NULL,SecurityResolve,2011-08-11 13:40:15.383,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
412,NAB.AX,NAB.AX,3,3,NULL,3,NULL,NULL,3,NULL,NULL,NULL,1,NULL,NULL,SecurityResolve,2011-08-12 06:00:27.710,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
413,HUF FX,HUF FX,199,199,NULL,199,NULL,NULL,41,NULL,NULL,NULL,1,NULL,NULL,SecurityResolve,2011-08-12 06:00:28.320,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
414,7203 JP,Toyota Motor Corp,39,39,NULL,39,39,NULL,19,NULL,25102010,115114,0,1078,NULL,SecSetup,2011-08-12 09:00:24.383,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
415,SX7E,SX7E,135,135,NULL,135,135,NULL,11,NULL,NULL,NULL,1,1057,NULL,SecSetup,2011-12-02 13:04:15.313,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
416,SX7E.ZRHR,SX7E.ZRHR,135,135,NULL,135,135,NULL,11,NULL,NULL,NULL,1,NULL,NULL,SecurityResolve,2011-08-15 06:00:31.460,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
417,GOOG US,Google Inc,236,236,NULL,236,236,NULL,32,NULL,45101010,861196,0,1091,NULL,SecSetup,2011-08-15 09:00:13.070,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
418,CTSH US,Cognizant Technology Solutions,236,236,NULL,236,236,NULL,32,NULL,45102010,313862,0,1115,NULL,SecSetup,2011-08-18 09:30:52.187,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
419,NWSA US,News Corp,236,236,NULL,236,236,NULL,32,NULL,25401030,101069,0,1143,NULL,SecSetup,2011-08-23 10:36:50.953,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
420,VOD LN,Vodafone Group PLC,84,84,NULL,84,84,NULL,14,NULL,50102010,101605,0,1182,NULL,SecSetup,2011-09-01 11:42:49.197,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
421,DCSOCD,DCSOCD,199,199,NULL,199,NULL,NULL,11,NULL,NULL,NULL,1,NULL,NULL,SecurityResolve,2011-09-12 06:00:45.020,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
422,GLE FP,Societe Generale SA,27,27,NULL,27,27,NULL,11,NULL,40101010,115510,0,1246,NULL,Marty,2011-09-15 09:13:40.530,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
423,BELGIUM CDS,Kingdom of Belgium CDS,8,8,NULL,8,8,NULL,11,NULL,NULL,NULL,1,NULL,NULL,rahul,2011-09-16 06:37:17.327,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
424,BRAZIL CDS,Federative Republic of Brazil CDS,11,11,NULL,11,11,NULL,35,NULL,NULL,NULL,1,NULL,NULL,rahul,2011-09-16 06:37:38.343,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
425,TURKEY CDS,Republic of Turkey CDS,79,79,NULL,79,79,NULL,30,NULL,NULL,NULL,1,NULL,NULL,rahul,2011-09-16 06:37:57.750,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
426,DHI US,DR Horton Inc,236,236,NULL,236,236,NULL,32,NULL,25201030,103445,0,1268,NULL,SecSetup,2011-09-19 11:47:21.053,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
427,RKT US,Rock-Tenn Co,236,236,NULL,236,236,NULL,32,NULL,15103020,129821,0,1269,NULL,SecSetup,2011-09-19 11:47:22.810,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
428,LEN US,Lennar Corp,236,236,NULL,236,236,NULL,32,NULL,25201030,100887,0,1284,NULL,Marty,2011-09-21 13:13:42.653,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
429,INFO IN,Infosys Ltd,34,34,NULL,34,34,NULL,17,NULL,45102010,174545,0,1294,NULL,Marty,2011-09-22 09:17:02.787,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
